Address,Town,Mature,Lease Commence Date,Floor Area Map,Lat,Long,Nearest_MRT,Distance_to_MRT,Nearest_Mall,Distance_to_Mall
104 GANGSA RD,BUKIT PANJANG,0,1988,"{'3 ROOM': 73.0, '4 ROOM': 103.0}",1.37880399486152,103.76796875654,Bukit Panjang MRT,0.758,Bukit Panjang Plaza,0.42
104 HENDERSON CRES,BUKIT MERAH,1,1970,{'4 ROOM': 74.0},1.2893692748935,103.821538089569,Redhill MRT,0.534,Tiong Bahru Plaza,0.69
104 JLN DUSUN,KALLANG/WHAMPOA,1,1981,{'4 ROOM': 90.0},1.32842530547543,103.844142365034,Toa Payoh MRT,0.598,Square 2,0.858
104 JLN RAJAH,KALLANG/WHAMPOA,1,1984,"{'4 ROOM': 103.0, '5 ROOM': 135.0}",1.32780496961457,103.853262284564,Toa Payoh MRT,0.835,Square 2,1.283
104 JURONG EAST ST 13,JURONG EAST,0,1982,{'3 ROOM': 68.0},1.33658465311802,103.737623303842,Jurong East MRT,0.644,JCube,0.458
104 LENGKONG TIGA,BEDOK,1,1989,{'EXECUTIVE': 146.0},1.32563496745023,103.909815198327,Kembangan MRT,0.619,Singpost Centre,1.815
104 PASIR RIS ST 12,PASIR RIS,1,1989,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.36795278578738,103.958702642513,Pasir Ris MRT,1.19,White Sands,0.352
104 POTONG PASIR AVE 1,TOA PAYOH,1,1984,"{'3 ROOM': 74.0, '4 ROOM': 102.0}",1.3343391689203,103.869158899303,Potong Pasir MRT,0.33,The Poiz Centre,0.333
104 RIVERVALE WALK,SENGKANG,0,1999,"{'4 ROOM': 102.0, '5 ROOM': 122.0}",1.38262745864985,103.900929877213,Buangkok MRT,0.884,Rivervale Mall,1.135
104 SERANGOON NTH AVE 1,SERANGOON,1,1984,"{'3 ROOM': 71.0, '4 ROOM': 95.0}",1.37059316193953,103.871086801722,Kovan MRT,1.907,Hougang 1,1.092
104 SPOTTISWOODE PK RD,BUKIT MERAH,1,1979,{'5 ROOM': 122.0},1.27442754696062,103.834878784712,Outram Park MRT,0.865,100 AM,0.955
104 TAMPINES ST 11,TAMPINES,1,1982,"{'3 ROOM': 75.0, '4 ROOM': 104.0}",1.34720576651075,103.946641750013,Tampines MRT,0.698,Tampines Mall,0.63
104 TECK WHYE LANE,CHOA CHU KANG,0,1989,"{'4 ROOM': 106.0, '5 ROOM': 121.0}",1.37708162127187,103.752870448301,Bukit Panjang MRT,0.965,Junction 10,0.888
104 TOWNER RD,KALLANG/WHAMPOA,1,1983,"{'4 ROOM': 103.0, '5 ROOM': 137.0}",1.31982354462646,103.860979745364,Boon Keng MRT,0.12,Aperia Mall,1.049
104 WHAMPOA DR,KALLANG/WHAMPOA,1,1998,"{'4 ROOM': 101.0, '5 ROOM': 119.0}",1.3207995912383,103.853327785421,Farrer Park MRT,0.866,Square 2,1.019
104 WOODLANDS ST 13,WOODLANDS,0,1985,{'4 ROOM': 91.0},1.43646587087026,103.781576865168,Woodlands MRT,0.501,Causeway Point,0.46
104A ANG MO KIO ST 11,ANG MO KIO,1,1996,{'EXECUTIVE': 144.0},1.37182700854497,103.838803655863,Mayflower MRT,0.252,Jubilee Square,1.004
104A CANBERRA ST,SEMBAWANG,0,2018,"{'3 ROOM': 67.0, '4 ROOM': 93.0}",1.45035225780871,103.832262400576,Canberra MRT,0.858,Sun Plaza,1.439
104A DEPOT RD,BUKIT MERAH,1,2000,"{'4 ROOM': 100.0, '5 ROOM': 115.0}",1.28045561330579,103.812317740785,Telok Blangah MRT,1.121,Anchorpoint,1.218
104A EDGEFIELD PLAINS,PUNGGOL,0,2003,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.3968057047795,103.905054187798,Punggol MRT,0.922,Rivervale Mall,0.516
104B ANG MO KIO ST 11,ANG MO KIO,1,1996,{'5 ROOM': 128.0},1.37151151416054,103.838458787545,Mayflower MRT,0.21,Jubilee Square,1.043
104B CANBERRA ST,SEMBAWANG,0,2018,"{'2 ROOM': 47.0, '3 ROOM': 68.0, '4 ROOM': 93.0}",1.45007421711069,103.831377046227,Canberra MRT,0.8,Sun Plaza,1.336
104B DEPOT RD,BUKIT MERAH,1,2000,"{'4 ROOM': 100.0, '5 ROOM': 116.0}",1.28049143987378,103.812100811742,Telok Blangah MRT,1.119,Anchorpoint,1.199
104B EDGEFIELD PLAINS,PUNGGOL,0,2003,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.39660886204199,103.905303792463,Punggol MRT,0.953,Rivervale Mall,0.499
104C CANBERRA ST,SEMBAWANG,0,2018,"{'3 ROOM': 67.0, '4 ROOM': 93.0}",1.44970999451163,103.831775965127,Canberra MRT,0.773,Sun Plaza,1.375
104D CANBERRA ST,SEMBAWANG,0,2018,"{'2 ROOM': 47.0, '3 ROOM': 68.0, '4 ROOM': 93.0}",1.44985632437762,103.83236697954,Canberra MRT,0.81,Sun Plaza,1.442
105 ALJUNIED CRES,GEYLANG,1,1979,"{'4 ROOM': 99.0, '5 ROOM': 121.0}",1.31946862097465,103.882751492944,Aljunied MRT,0.338,Paya Lebar Square,1.095
105 ANG MO KIO AVE 4,ANG MO KIO,1,1978,{'4 ROOM': 92.0},1.37231328287072,103.837601112788,Mayflower MRT,0.149,Jubilee Square,1.139
105 BEDOK NTH AVE 4,BEDOK,1,1977,"{'3 ROOM': 67.0, '4 ROOM': 91.0}",1.33368859457924,103.936473903592,Bedok Reservoir MRT,0.572,East Village,1.102
105 BEDOK RESERVOIR RD,BEDOK,1,1985,"{'3 ROOM': 67.0, '4 ROOM': 93.0}",1.32914437941094,103.909112780576,Kaki Bukit MRT,0.652,Singpost Centre,1.942
105 BISHAN ST 12,BISHAN,1,1985,"{'3 ROOM': 64.0, '4 ROOM': 104.0}",1.34589493632505,103.847365252767,Bishan MRT,0.644,Junction 8,0.533
105 BT BATOK CTRL,BUKIT BATOK,0,1985,{'4 ROOM': 104.0},1.3485726542005,103.747156223784,Bukit Batok MRT,0.273,West Mall,0.285
105 BT PURMEI RD,BUKIT MERAH,1,1983,"{'3 ROOM': 69.0, '4 ROOM': 93.0}",1.27248301325334,103.824703021719,HarbourFront MRT,0.921,VivoCity,0.949
105 CLEMENTI ST 12,CLEMENTI,1,1984,{'3 ROOM': 67.0},1.32271179028812,103.76988810369,Clementi MRT,0.993,The Clementi Mall,1.06
105 GANGSA RD,BUKIT PANJANG,0,1987,"{'3 ROOM': 64.0, '4 ROOM': 84.0}",1.37831242120574,103.767763308976,Bukit Panjang MRT,0.744,Bukit Panjang Plaza,0.419
105 HENDERSON CRES,BUKIT MERAH,1,1975,{'3 ROOM': 65.0},1.29021420176947,103.822356844711,Redhill MRT,0.628,Valley Point,0.613
105 JLN RAJAH,KALLANG/WHAMPOA,1,1984,{'EXECUTIVE': 150.0},1.32857909987613,103.85387252356,Toa Payoh MRT,0.839,Square 2,1.39
105 JURONG EAST ST 13,JURONG EAST,0,1993,{'4 ROOM': 91.0},1.33738746819329,103.738527627347,Jurong East MRT,0.63,JCube,0.485
105 LENGKONG TIGA,BEDOK,1,1989,{'EXECUTIVE': 149.0},1.32564831471452,103.91011217937,Kembangan MRT,0.602,Singpost Centre,1.846
105 PASIR RIS ST 12,PASIR RIS,1,1989,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.36843792148695,103.957538790848,Pasir Ris MRT,1.051,White Sands,0.483
105 POTONG PASIR AVE 1,TOA PAYOH,1,1984,"{'3 ROOM': 74.0, '4 ROOM': 103.0}",1.33442373227683,103.868696835165,Potong Pasir MRT,0.347,The Poiz Centre,0.33
105 RIVERVALE WALK,SENGKANG,0,1999,"{'4 ROOM': 100.0, '5 ROOM': 122.0}",1.38215613071495,103.900711925224,Buangkok MRT,0.869,Rivervale Mall,1.192
105 SERANGOON NTH AVE 1,SERANGOON,1,1985,{'3 ROOM': 60.0},1.37024745860601,103.870225980491,Kovan MRT,1.959,Hougang 1,1.194
105 SIMEI ST 1,TAMPINES,1,1988,{'EXECUTIVE': 146.0},1.34092459427981,103.950742498791,Simei MRT,0.387,Eastpoint Mall,0.322
105 TAMPINES ST 11,TAMPINES,1,1982,"{'3 ROOM': 75.0, '4 ROOM': 117.0}",1.3480931246949,103.947177564477,Tampines MRT,0.622,Tampines Mall,0.565
105 TECK WHYE LANE,CHOA CHU KANG,0,1989,"{'3 ROOM': 73.0, '4 ROOM': 103.0}",1.37765001961331,103.7529943035,Bukit Panjang MRT,0.935,Junction 10,0.852
105 TOWNER RD,KALLANG/WHAMPOA,1,1984,"{'3 ROOM': 74.0, '4 ROOM': 105.0}",1.3208130428228,103.861346713506,Boon Keng MRT,0.125,Aperia Mall,1.143
105 WOODLANDS ST 13,WOODLANDS,0,1985,{'4 ROOM': 91.0},1.43684476168491,103.781579113316,Woodlands MRT,0.499,Causeway Point,0.466
105A BIDADARI PK DR,TOA PAYOH,1,2020,"{'4 ROOM': 94.0, '5 ROOM': 113.0}",1.33400699237548,103.870430572231,Potong Pasir MRT,0.315,The Poiz Centre,0.372
105A DEPOT RD,BUKIT MERAH,1,2017,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.28107116546835,103.811405730352,Redhill MRT,1.122,Anchorpoint,1.1
105A EDGEFIELD PLAINS,PUNGGOL,0,2003,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.3969413315622,103.905729497383,Punggol MRT,0.938,Rivervale Mall,0.546
105B BIDADARI PK DR,TOA PAYOH,1,2020,"{'4 ROOM': 94.0, '5 ROOM': 114.0}",1.33347403879152,103.870490405284,Potong Pasir MRT,0.265,The Poiz Centre,0.335
105B EDGEFIELD PLAINS,PUNGGOL,0,2003,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.39720646427031,103.906002280084,Punggol MRT,0.926,Rivervale Mall,0.582
105C EDGEFIELD PLAINS,PUNGGOL,0,2003,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.39767203537129,103.905598767902,Punggol MRT,0.859,Rivervale Mall,0.621
105D EDGEFIELD PLAINS,PUNGGOL,0,2003,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.39717530895925,103.905229593145,Punggol MRT,0.892,Rivervale Mall,0.56
106 ALJUNIED CRES,GEYLANG,1,1979,"{'3 ROOM': 67.0, '5 ROOM': 134.0}",1.31905494962151,103.882900918125,Aljunied MRT,0.292,Paya Lebar Square,1.076
106 ANG MO KIO AVE 4,ANG MO KIO,1,1978,"{'3 ROOM': 74.0, '4 ROOM': 99.0}",1.37193370323489,103.837486061851,Mayflower MRT,0.115,Jubilee Square,1.151
106 BEDOK NTH AVE 4,BEDOK,1,1978,{'2 ROOM': 45.0},1.33445895034228,103.937087136194,Bedok Reservoir MRT,0.59,East Village,1.056
106 BEDOK RESERVOIR RD,BEDOK,1,1985,{'4 ROOM': 91.0},1.32950152189669,103.909381688756,Kaki Bukit MRT,0.616,Singpost Centre,1.989
106 BISHAN ST 12,BISHAN,1,1985,{'4 ROOM': 84.0},1.34610070068315,103.847847191353,Bishan MRT,0.6,Junction 8,0.498
106 BT BATOK CTRL,BUKIT BATOK,0,1985,{'4 ROOM': 104.0},1.3482223088624,103.74718849849,Bukit Batok MRT,0.279,West Mall,0.307
106 BT PURMEI RD,BUKIT MERAH,1,1984,"{'3 ROOM': 73.0, '4 ROOM': 105.0}",1.2729893703256,103.825626826099,HarbourFront MRT,1.023,VivoCity,1.035
106 GANGSA RD,BUKIT PANJANG,0,1988,"{'3 ROOM': 73.0, '4 ROOM': 103.0}",1.3779019997366,103.767412279054,Bukit Panjang MRT,0.716,Bukit Panjang Plaza,0.407
106 HENDERSON CRES,BUKIT MERAH,1,1975,{'4 ROOM': 81.0},1.28942607947152,103.822276781927,Redhill MRT,0.616,Tiong Bahru Plaza,0.622
106 HOUGANG AVE 1,HOUGANG,0,1984,"{'3 ROOM': 81.0, '4 ROOM': 95.0}",1.3537029714401,103.890680792553,Kovan MRT,0.974,Heartland Mall Kovan,0.893
106 JLN DUSUN,KALLANG/WHAMPOA,1,1981,{'4 ROOM': 90.0},1.32855771177594,103.844796773619,Toa Payoh MRT,0.544,Square 2,0.876
106 JLN RAJAH,KALLANG/WHAMPOA,1,1984,{'EXECUTIVE': 150.0},1.32847655795117,103.854698874866,Toa Payoh MRT,0.924,Square 2,1.456
106 JURONG EAST ST 13,JURONG EAST,0,1982,{'5 ROOM': 120.0},1.33724965052823,103.737674650927,Jurong East MRT,0.686,JCube,0.515
106 LENGKONG TIGA,BEDOK,1,1989,{'EXECUTIVE': 146.0},1.32508845931345,103.91000876961,Kembangan MRT,0.556,Singpost Centre,1.812
106 PASIR RIS ST 12,PASIR RIS,1,1989,"{'4 ROOM': 103.0, '5 ROOM': 122.0}",1.36801255048337,103.95765313312,Pasir Ris MRT,1.086,White Sands,0.444
106 POTONG PASIR AVE 1,TOA PAYOH,1,1984,{'3 ROOM': 74.0},1.33410033566662,103.868171273744,Potong Pasir MRT,0.33,The Poiz Centre,0.29
106 RIVERVALE WALK,SENGKANG,0,1999,"{'4 ROOM': 100.0, '5 ROOM': 121.0}",1.38249729178426,103.900321341916,Buangkok MRT,0.819,Rivervale Mall,1.173
106 SERANGOON NTH AVE 1,SERANGOON,1,1984,"{'3 ROOM': 60.0, '5 ROOM': 140.0}",1.37024462107298,103.87082295041,Kovan MRT,1.906,Hougang 1,1.138
106 SIMEI ST 1,TAMPINES,1,1988,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.34188521733435,103.950833481196,Simei MRT,0.318,Eastpoint Mall,0.26
106 SPOTTISWOODE PK RD,BUKIT MERAH,1,1979,{'5 ROOM': 122.0},1.27356673846343,103.83405815603,Outram Park MRT,0.997,100 AM,1.053
106 TAMPINES ST 11,TAMPINES,1,1984,"{'4 ROOM': 103.0, '5 ROOM': 133.0}",1.34753919206552,103.947675427986,Tampines MRT,0.7,Tampines Mall,0.646
106 TECK WHYE LANE,CHOA CHU KANG,0,1989,"{'3 ROOM': 73.0, '4 ROOM': 103.0}",1.37795798795128,103.752931630674,Bukit Panjang MRT,0.935,Junction 10,0.847
106 TOWNER RD,KALLANG/WHAMPOA,1,1983,"{'4 ROOM': 109.0, '5 ROOM': 140.0}",1.32102000991534,103.860997833137,Boon Keng MRT,0.168,City Square Mall,1.173
106 WOODLANDS ST 13,WOODLANDS,0,1985,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.4367694338717,103.782224172938,Woodlands MRT,0.427,Causeway Point,0.394
106 YISHUN RING RD,YISHUN,0,1978,{'3 ROOM': 67.0},1.43147861432349,103.827452004212,Yishun MRT,0.87,Northpoint City,1.028
106A BIDADARI PK DR,TOA PAYOH,1,2020,"{'4 ROOM': 94.0, '5 ROOM': 113.0}",1.33413899991746,103.871259715052,Potong Pasir MRT,0.372,The Poiz Centre,0.448
106A DEPOT RD,BUKIT MERAH,1,2000,"{'4 ROOM': 100.0, '5 ROOM': 115.0}",1.28061364977894,103.810967870883,Telok Blangah MRT,1.11,Anchorpoint,1.109
106A PUNGGOL FIELD,PUNGGOL,0,2003,"{'4 ROOM': 85.0, '5 ROOM': 110.0}",1.3966048607668,103.90834413446,Punggol MRT,1.125,Rivervale Mall,0.652
106B BIDADARI PK DR,TOA PAYOH,1,2020,"{'4 ROOM': 94.0, '5 ROOM': 113.0}",1.33364211083176,103.871164760412,Potong Pasir MRT,0.322,The Poiz Centre,0.406
106B DEPOT RD,BUKIT MERAH,1,2000,"{'4 ROOM': 100.0, '5 ROOM': 115.0}",1.28064950442563,103.810750913525,Telok Blangah MRT,1.111,Anchorpoint,1.092
106B PUNGGOL FIELD,PUNGGOL,0,2003,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.39709453228144,103.907955363138,Punggol MRT,1.056,Rivervale Mall,0.668
106C PUNGGOL FIELD,PUNGGOL,0,2003,"{'4 ROOM': 85.0, '5 ROOM': 110.0}",1.39736664207497,103.907562230122,Punggol MRT,1.005,Rivervale Mall,0.67
106D PUNGGOL FIELD,PUNGGOL,0,2003,{'5 ROOM': 110.0},1.39762606734892,103.907358127148,Punggol MRT,0.968,Rivervale Mall,0.684
107 ALJUNIED CRES,GEYLANG,1,1981,{'4 ROOM': 91.0},1.31896465338811,103.884287246879,Aljunied MRT,0.321,Paya Lebar Square,0.922
107 ANG MO KIO AVE 4,ANG MO KIO,1,1978,"{'3 ROOM': 74.0, '4 ROOM': 99.0}",1.37138400081003,103.837381409794,Mayflower MRT,0.091,Jubilee Square,1.163
107 BEDOK NTH RD,BEDOK,1,1977,"{'3 ROOM': 67.0, '4 ROOM': 91.0}",1.33231740745783,103.936301267285,Bedok Reservoir MRT,0.657,East Village,1.102
107 BEDOK RESERVOIR RD,BEDOK,1,1985,"{'3 ROOM': 67.0, '4 ROOM': 93.0}",1.32987028916159,103.909220387915,Kaki Bukit MRT,0.573,Singpost Centre,1.999
107 BISHAN ST 12,BISHAN,1,1985,{'4 ROOM': 84.0},1.34641761420969,103.847920706844,Bishan MRT,0.564,Junction 8,0.461
107 BT BATOK WEST AVE 6,BUKIT BATOK,0,1985,{'4 ROOM': 104.0},1.34781088479752,103.746608758355,Bukit Batok MRT,0.356,West Mall,0.385
107 BT PURMEI RD,BUKIT MERAH,1,1983,"{'3 ROOM': 67.0, '4 ROOM': 93.0}",1.27310165475122,103.824508572172,HarbourFront MRT,0.971,VivoCity,1.01
107 GANGSA RD,BUKIT PANJANG,0,1987,{'EXECUTIVE': 144.0},1.37798469700849,103.766714651133,Bukit Panjang MRT,0.639,Bukit Panjang Plaza,0.339
107 JLN BT MERAH,BUKIT MERAH,1,1970,{'3 ROOM': 63.0},1.27983690191197,103.824757769108,Tiong Bahru MRT,0.75,Tiong Bahru Plaza,0.778
107 JLN RAJAH,KALLANG/WHAMPOA,1,1984,"{'4 ROOM': 103.0, '5 ROOM': 134.0}",1.32785332684887,103.854993724632,Toa Payoh MRT,0.988,Square 2,1.443
107 JURONG EAST ST 13,JURONG EAST,0,1993,"{'5 ROOM': 135.0, 'EXECUTIVE': 162.0}",1.33778634539959,103.738131877539,Jurong East MRT,0.692,JCube,0.543
107 LENGKONG TIGA,BEDOK,1,1989,{'EXECUTIVE': 148.0},1.32495459884083,103.910175149612,Kembangan MRT,0.534,Singpost Centre,1.823
107 LOR 1 TOA PAYOH,TOA PAYOH,1,1970,{'3 ROOM': 67.0},1.34123358840729,103.847294021513,Braddell MRT,0.139,Junction 8,1.041
107 PASIR RIS ST 12,PASIR RIS,1,1989,"{'4 ROOM': 104.0, '5 ROOM': 128.0}",1.36750966709317,103.957518917808,Pasir Ris MRT,1.103,White Sands,0.426
107 POTONG PASIR AVE 1,TOA PAYOH,1,1984,"{'3 ROOM': 74.0, '4 ROOM': 103.0}",1.33470936894148,103.86841323904,Potong Pasir MRT,0.385,The Poiz Centre,0.358
107 RIVERVALE WALK,SENGKANG,0,1999,"{'4 ROOM': 101.0, '5 ROOM': 121.0}",1.38300501325196,103.900272453522,Buangkok MRT,0.807,Rivervale Mall,1.124
107 SERANGOON NTH AVE 1,SERANGOON,1,1984,{'3 ROOM': 60.0},1.36990039748774,103.870224885633,Kovan MRT,1.937,Hougang 1,1.214
107 SIMEI ST 1,TAMPINES,1,1988,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.3421611396727,103.950489942022,Simei MRT,0.341,Eastpoint Mall,0.288
107 TAMPINES ST 11,TAMPINES,1,1984,"{'3 ROOM': 74.0, '4 ROOM': 115.0}",1.34836421842072,103.948158723814,Tampines MRT,0.643,Tampines Mall,0.602
107 TECK WHYE LANE,CHOA CHU KANG,0,1989,{'EXECUTIVE': 146.0},1.37805538148223,103.753588247554,Bukit Panjang MRT,0.861,Junction 10,0.774
107 TOWNER RD,KALLANG/WHAMPOA,1,1983,"{'3 ROOM': 74.0, '4 ROOM': 105.0}",1.31979508625986,103.860435814245,Boon Keng MRT,0.18,City Square Mall,1.023
107 WOODLANDS ST 13,WOODLANDS,0,1995,{'EXECUTIVE': 170.0},1.43729843225252,103.782227077422,Woodlands MRT,0.43,Causeway Point,0.411
107 YISHUN RING RD,YISHUN,0,1982,"{'3 ROOM': 67.0, '4 ROOM': 94.0}",1.4322180811837,103.827520197458,Yishun MRT,0.887,Northpoint City,1.054
107A CANBERRA ST,SEMBAWANG,0,2018,"{'3 ROOM': 67.0, '4 ROOM': 93.0}",1.44990474622,103.832979240964,Canberra MRT,0.842,Sun Plaza,1.51
107A EDGEFIELD PLAINS,PUNGGOL,0,2003,{'5 ROOM': 110.0},1.39719879396476,103.906825785664,Punggol MRT,0.973,Rivervale Mall,0.615
107B CANBERRA ST,SEMBAWANG,0,2018,"{'3 ROOM': 67.0, '4 ROOM': 93.0}",1.44916516333167,103.833497265983,Canberra MRT,0.798,Sun Plaza,1.559
107B EDGEFIELD PLAINS,PUNGGOL,0,2003,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.39683723523598,103.907248151565,Punggol MRT,1.032,Rivervale Mall,0.601
107C CANBERRA ST,SEMBAWANG,0,2018,"{'3 ROOM': 67.0, '4 ROOM': 93.0}",1.44855782306648,103.833864786,Canberra MRT,0.765,Sun Plaza,1.597
107C EDGEFIELD PLAINS,PUNGGOL,0,2003,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.39662152089139,103.907600724822,Punggol MRT,1.074,Rivervale Mall,0.602
107D EDGEFIELD PLAINS,PUNGGOL,0,2003,{'5 ROOM': 110.0},1.39623803491797,103.908007315128,Punggol MRT,1.135,Rivervale Mall,0.597
108 ALJUNIED CRES,GEYLANG,1,1981,"{'3 ROOM': 68.0, '4 ROOM': 93.0}",1.31917515239477,103.885321594343,Aljunied MRT,0.406,Paya Lebar Square,0.808
108 ANG MO KIO AVE 4,ANG MO KIO,1,1978,"{'3 ROOM': 67.0, '4 ROOM': 83.0}",1.37096635222625,103.838201940326,Mayflower MRT,0.19,Jubilee Square,1.075
108 BEDOK NTH RD,BEDOK,1,1977,"{'3 ROOM': 67.0, '4 ROOM': 91.0}",1.33274009226511,103.936223519694,Bedok Reservoir MRT,0.618,East Village,1.114
108 BEDOK RESERVOIR RD,BEDOK,1,1985,"{'3 ROOM': 67.0, '4 ROOM': 93.0}",1.33023193004172,103.909386972458,Kaki Bukit MRT,0.537,Singpost Centre,2.039
108 BISHAN ST 12,BISHAN,1,1985,"{'3 ROOM': 64.0, '4 ROOM': 89.0}",1.34671498920224,103.847398357544,Bishan MRT,0.562,Junction 8,0.445
108 BT BATOK WEST AVE 6,BUKIT BATOK,0,1985,{'4 ROOM': 104.0},1.34744385349941,103.746502064421,Bukit Batok MRT,0.384,West Mall,0.422
108 BT PURMEI RD,BUKIT MERAH,1,1984,"{'3 ROOM': 75.0, '4 ROOM': 104.0}",1.2733573140352,103.825345821846,HarbourFront MRT,1.041,VivoCity,1.063
108 C'WEALTH CRES,QUEENSTOWN,1,1969,"{'2 ROOM': 47.0, '3 ROOM': 60.0, '4 ROOM': 111.0}",1.30754731967127,103.799088583204,Commonwealth MRT,0.569,The Star Vista,1.188
108 GANGSA RD,BUKIT PANJANG,0,1986,"{'3 ROOM': 73.0, '4 ROOM': 103.0}",1.37759685167022,103.767227214144,Bukit Panjang MRT,0.706,Bukit Panjang Plaza,0.411
108 HOUGANG AVE 1,HOUGANG,0,1984,{'3 ROOM': 67.0},1.35277393315533,103.890093177026,Kovan MRT,1.008,Heartland Mall Kovan,0.931
108 JLN BT MERAH,BUKIT MERAH,1,1984,"{'3 ROOM': 74.0, '4 ROOM': 104.0}",1.27922008833835,103.825441382185,Tiong Bahru MRT,0.795,Tiong Bahru Plaza,0.824
108 JLN RAJAH,KALLANG/WHAMPOA,1,1984,{'EXECUTIVE': 150.0},1.32838935725024,103.855750872335,Toa Payoh MRT,1.031,The Poiz Centre,1.428
108 JURONG EAST ST 13,JURONG EAST,0,1982,{'4 ROOM': 92.0},1.33828303068105,103.737102099236,Chinese Garden MRT,0.675,JCube,0.646
108 LENGKONG TIGA,BEDOK,1,1989,{'EXECUTIVE': 146.0},1.32456370966495,103.91013096847,Kembangan MRT,0.502,Singpost Centre,1.803
108 LOR 1 TOA PAYOH,TOA PAYOH,1,1970,{'3 ROOM': 66.0},1.34155252910062,103.847295147125,Braddell MRT,0.172,Junction 8,1.006
108 MCNAIR RD,KALLANG/WHAMPOA,1,1987,"{'3 ROOM': 64.0, '4 ROOM': 104.0, '5 ROOM': 128.0}",1.3216190383169,103.859382719506,Boon Keng MRT,0.351,City Square Mall,1.175
108 PASIR RIS ST 12,PASIR RIS,1,1988,{'EXECUTIVE': 146.0},1.36747877864087,103.95701769761,Pasir Ris MRT,1.059,White Sands,0.474
108 POTONG PASIR AVE 1,TOA PAYOH,1,1984,"{'3 ROOM': 74.0, '4 ROOM': 103.0}",1.33472004322162,103.867928446438,Potong Pasir MRT,0.404,The Poiz Centre,0.36
108 RIVERVALE WALK,SENGKANG,0,1999,"{'4 ROOM': 100.0, '5 ROOM': 121.0}",1.38281168591309,103.899782887436,Buangkok MRT,0.755,Compass One,1.153
108 SERANGOON NTH AVE 1,SERANGOON,1,1985,"{'3 ROOM': 60.0, '5 ROOM': 139.0}",1.36990140336943,103.87120683593,Kovan MRT,1.849,Hougang 1,1.123
108 SIMEI ST 1,TAMPINES,1,1988,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.34301954085884,103.951007442775,Simei MRT,0.264,Eastpoint Mall,0.227
108 TAMPINES ST 11,TAMPINES,1,1984,"{'3 ROOM': 74.0, '4 ROOM': 103.0}",1.34786646438205,103.94856161626,Tampines MRT,0.714,Tampines Mall,0.673
108 TECK WHYE LANE,CHOA CHU KANG,0,1989,{'EXECUTIVE': 146.0},1.378324137359,103.752950750544,Bukit Panjang MRT,0.926,Junction 10,0.833
108 WOODLANDS ST 13,WOODLANDS,0,1987,{'4 ROOM': 91.0},1.43721908735525,103.781576753293,Woodlands MRT,0.501,Causeway Point,0.477
108 YISHUN RING RD,YISHUN,0,1985,"{'3 ROOM': 67.0, '4 ROOM': 91.0}",1.43232355080911,103.829071971177,Yishun MRT,0.733,Northpoint City,0.907
108A CANBERRA WALK,SEMBAWANG,0,2018,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.44776056626366,103.831274677849,Canberra MRT,0.549,Sun Plaza,1.31
108B CANBERRA WALK,SEMBAWANG,0,2018,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.44818951673352,103.831856910403,Canberra MRT,0.617,Sun Plaza,1.373
108B MCNAIR RD,KALLANG/WHAMPOA,1,2004,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.31998124429925,103.859005144914,Boon Keng MRT,0.339,City Square Mall,0.988
108C CANBERRA WALK,SEMBAWANG,0,2018,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.44735330149199,103.831796158318,Canberra MRT,0.529,Sun Plaza,1.37
108C MCNAIR RD,KALLANG/WHAMPOA,1,2005,"{'4 ROOM': 90.0, '5 ROOM': 119.0}",1.31984417513752,103.859462494536,Boon Keng MRT,0.288,City Square Mall,0.988
109 ALJUNIED CRES,GEYLANG,1,1986,"{'2 ROOM': 45.0, '3 ROOM': 60.0}",1.31939291785822,103.884439876207,Aljunied MRT,0.371,Paya Lebar Square,0.907
109 ANG MO KIO AVE 4,ANG MO KIO,1,1978,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.3700965375834,103.837687766047,Mayflower MRT,0.196,Jubilee Square,1.144
109 BEDOK NTH RD,BEDOK,1,1977,"{'3 ROOM': 67.0, '4 ROOM': 91.0, '5 ROOM': 134.0, 'EXECUTIVE': 163.0}",1.33205316021213,103.93493510232,Bedok Reservoir MRT,0.589,Bedok Mall,1.03
